charges_citation,race,age_at_booking,gender,booking_date,jail_id,bail_status,housing_location,charges,bail_amount,discharge_date_earliest
720 ILCS 570 401(c)(2) [509620,WH,29,F,2012-10-19T00:00:00,2012-1019176,None,17-WR-S-E-3,MFG/DEL 1,150000,None
720 ILCS 5 19-3(a) [1120000],BK,19,M,2012-10-19T00:00:00,2012-1019175,None,02-D4-NU-1-,RESIDENTIAL BURGLARY,30000,2013-01-16T07:18:29.556483
625 ILCS 5 11-501(a) [13667],WH,22,M,2012-10-19T00:00:00,2012-1019174,NO BOND,14-B4-2-13-,,None,2013-01-19T05:04:05.369617
720 ILCS 5 9-1(a)(1) [735000],BK,25,M,2012-10-19T00:00:00,2012-1019173,NO BOND,10-C-3-6-2,MURDER/INTENT TO KILL/INJURE,None,2012-12-17T00:40:36.607530
720 ILCS 5 12-3.2(a)(1) [10416,BK,36,M,2012-10-19T00:00:00,2012-1019172,NO BOND,10-C-1-10-1,,None,None
720 ILCS 570 401(c)(1) [13009],BK,26,M,2012-10-19T00:00:00,2012-1019171,NO BOND,01-B-4-9-2,CALCULATED CRIM DRUG CONSPIR,None,2013-01-04T06:11:07.915403
720 ILCS 5 16-1(a)(1)(A) [1015,WH,21,M,2012-10-19T00:00:00,2012-1019168,NO BOND,02-D2-T-3-T,BURGLARY,None,2012-12-19T23:28:05.283752
720 ILCS 5 19-1(a) [1110000],BK,47,M,2012-10-19T00:00:00,2012-1019167,None,02-D2-N-1-N,BURGLARY,150000,None
625 ILCS 5 11-501(a) [13675],LT,40,M,2012-10-19T00:00:00,2012-1019161,None,06-C-1-11-2,AGG DUI/2ND/PREV RECK HOMIC,55000,2012-12-19T23:27:43.749781
190000 ILCS 72 50 [16720],WH,33,F,2012-10-19T00:00:00,2012-1019152,NO BOND,04-M-1-14-2,RET THEFT/DISP MERCH/,10000,2013-01-13T07:18:00.409500
720 ILCS 570 402(c) [5101110],BK,51,F,2012-10-19T00:00:00,2012-1019151,NO BOND,17-WR-N-D-3,POSS AMT CON SUB EXCEPT(A)/(D),None,None
625 ILCS 5 6-303(a) [13526],WH,39,M,2012-10-19T00:00:00,2012-1019150,None,15-EM,DRVG ON SUSP LICENSE/FTA,150000,2012-12-23T10:45:27.832421
720 ILCS 570 402(a)(2)(B) [510,LT,58,M,2012-10-19T00:00:00,2012-1019141,None,02-D4-NL-1-,POSSESS 100,90000,None
720 ILCS 5 16A-3(a) [1060100],WH,27,M,2012-10-19T00:00:00,2012-1019134,None,03-A-1-14-2,RET THEFT/DISP MERCH/,50000,None
720 ILCS 570 402(c) [5101110],WH,32,M,2012-10-19T00:00:00,2012-1019131,NO BOND,03-B-3-10-2,POSS AMT CON SUB EXCEPT(A)/(D),40000,None
720 ILCS 570 401(d)(i) [509720,BK,36,M,2012-10-19T00:00:00,2012-1019127,NO BOND,14-B4-3-09-,OTHER AMT NARCOTIC SCHED I&II,None,None
720 ILCS 5 24-1.1(a) [12309],BK,38,M,2012-10-19T00:00:00,2012-1019126,None,11-CD-1-210,FELON POSS/USE FIREARM PRIOR,100000,None
720 ILCS 5 16A-3(a) [1060000],BK,46,M,2012-10-19T00:00:00,2012-1019123,NO BOND,02-D2-T-3-T,AGG BATTERY/PEACE OFFICER,None,None
720 ILCS 5 12-11(a)(1) [995100,BK,16,M,2012-10-19T00:00:00,2012-1019118,None,11-CJ-3-311,HOME INVASION/ARMED/FORCE,250000,None
720 ILCS 570 402(c) [5101110],BK,39,M,2012-10-19T00:00:00,2012-1019117,None,14-B4-4-05-,POSS AMT CON SUB EXCEPT(A)/(D),30000,None
720 ILCS 5 19-1(a) [1110000],BK,55,M,2012-10-19T00:00:00,2012-1019116,None,08-2E-2-216,BURGLARY,50000,None
720 ILCS 5 24-1.6(a)(1) [12474,BK,25,M,2012-10-19T00:00:00,2012-1019113,None,02-D1-E-3-E,AGG UNLAWFUL USE OF WEAPON/VEH,50000,2013-01-16T07:18:10.938003
720 ILCS 570 401(c)(2) [509620,BK,34,M,2012-10-19T00:00:00,2012-1019109,NO BOND,01-A-1-11-2,MFG/DEL 1,None,None
720 ILCS 570 407(b)(2) [512539,BK,42,M,2012-10-19T00:00:00,2012-1019108,None,15-EM,AMT NARC SCHED I/II/SCH/HS/PK,40000,None
720 ILCS 5 11-1.40(a)(1) [1580,LT,56,M,2012-10-19T00:00:00,2012-1019107,NO BOND,01-D-3-8-1,PRED CRIM SEX ASLT/VICTIM,1000000,2012-12-13T23:34:37.991642
720 ILCS 570 401(a)(2)(A) [509,LW,27,M,2012-10-19T00:00:00,2012-1019102,None,02-D4-RU-1-,MFG/DEL 15,75000,2013-01-07T07:15:23.558435
720 ILCS 5 18-1(a) [1100000],LT,19,M,2012-10-19T00:00:00,2012-1019101,NO BOND,01-E-4-7-2,ROBBERY,250000,None
720 ILCS 5 12-3.05(d)(4) [1610,BK,27,M,2012-10-19T00:00:00,2012-1019100,None,10-C-1-19-2,AGG BATTERY/PEACE OFFICER,100000,2013-01-20T07:15:03.452873
720 ILCS 5 18-1(a) [1100000],BK,18,M,2012-10-19T00:00:00,2012-1019099,NO BOND,01-E-4-7-1,ROBBERY,250000,None
720 ILCS 5 18-1(a) [1100000],BK,17,M,2012-10-19T00:00:00,2012-1019097,None,15-EM,ROBBERY,75000,2013-01-11T07:22:36.690072
720 ILCS 570 402(c) [5101110],BK,18,M,2012-10-19T00:00:00,2012-1019096,NO BOND,16-BC-B1-AA,POSS AMT CON SUB EXCEPT(A)/(D),None,None
720 ILCS 5 19-1(a) [1110000],BK,29,M,2012-10-19T00:00:00,2012-1019094,None,02-D1-A-2-A,BURGLARY,75000,None
720 ILCS 5 18-2(a)(2) [12366],BK,17,M,2012-10-19T00:00:00,2012-1019092,None,06-N-1-13-1,ARMED ROBBERY/ARMED W/FIREARM,275000,None
720 ILCS 5 19-1(a) [1110000],BK,51,M,2012-12-15T03:10:55.700993,2012-1019090,NO BOND,03-AX-C3-1-,BURGLARY,None,2012-12-13T23:59:33.765846
720 ILCS 5 16-1(a)(1) [1014100,WH,26,M,2012-10-19T00:00:00,2012-1019089,None,14-B3-1-43-,THEFT/CON/PRIOR CONVIC,25000,None
720 ILCS 5 9-1(a)(1) [735000],BK,19,M,2012-10-19T00:00:00,2012-1019087,NO BOND,01-F-3-15-1,MURDER/INTENT TO KILL/INJURE,None,None
720 ILCS 5 12-3.05(d)(4) [1610,BK,17,M,2012-10-19T00:00:00,2012-1019085,None,15-DR,AGG BATTERY/PEACE OFFICER,50000,None
720 ILCS 5 18-2(a) [1105000],LT,19,M,2012-10-19T00:00:00,2012-1019084,None,01-ABO-1-15,ARMED ROBBERY,150000,None
720 ILCS 570 407(b)(2) [512539,BK,34,M,2012-10-19T00:00:00,2012-1019077,NO BOND,02-D3-BB-2-,AMT NARC SCHED I/II/SCH/HS/PK,None,2013-01-05T06:43:27.771705
625 ILCS 5 11-501(a) [14041],BK,36,M,2012-10-19T00:00:00,2012-1019069,NO BOND,02-D3-EE-2-,DUI/BAC .16 OR CHILD PASS/1ST,50000,2013-01-08T05:15:04.821939
720 ILCS 570 402(c) [5101110],WH,31,M,2012-10-19T00:00:00,2012-1019067,Bond in Process,10-C-1-12-1,ESCAPE/VIOLATE ELEC MONITORING,None,None
720 ILCS 570 402(c) [5101110],WH,30,M,2012-10-19T00:00:00,2012-1019065,None,15-EM,POSS AMT CON SUB EXCEPT(A)/(D),10000,None
720 ILCS 5 21-1.3(a) [10382],LT,26,M,2012-10-19T00:00:00,2012-1019060,None,15-EM,CRIMINAL DEFACEMENT PROP >$300,20000,None
720 ILCS 550 5(c) [5020200],BK,29,M,2012-10-19T00:00:00,2012-1019057,None,06-R-1-20-1,MFG/DEL CANNABIS/10-30 GRAMS,25000,None
720 ILCS 570 402(c) [5101110],BK,25,M,2012-10-19T00:00:00,2012-1019055,NO BOND,05-E-1-18-2,POSS AMT CON SUB EXCEPT(A)/(D),40000,2013-01-11T05:55:08.994578
720 ILCS 570 402(c) [5101110],BK,38,M,2012-10-19T00:00:00,2012-1019053,NO BOND,02-D2-T-3-T,ESCAPE/VIOLATE ELEC MONITORING,None,None
720 ILCS 5 12-3(a)(1) [10529],BK,41,M,2012-10-19T00:00:00,2012-1019050,NO BOND,01-H-4-1-2,MURDER/INTENT TO KILL/INJURE,None,2012-12-29T00:30:46.099331
625 ILCS 5 11-501(a) [14019],LT,31,M,2012-10-19T00:00:00,2012-1019039,NO BOND,02-D4-LU-1-,DRIVING ON REVOKED LICENSE,1500,2013-01-18T05:42:03.025395
720 ILCS 5 21-4(1)(a) [1165175,BK,30,M,2012-10-19T00:00:00,2012-1019037,NO BOND,02-D4-NL-1-,FELON POSS/USE WEAPON/FIREARM,75000,None
720 ILCS 5 11-26(a) [14740],WH,23,M,2012-10-19T00:00:00,2012-1019036,None,02-D4-RL-1-,THEFT >$100K,75000,None
720 ILCS 5 20-1(a) [1125000],LW,33,F,2012-10-19T00:00:00,2012-1019023,None,04-Q-2-3-2,ARSON/REAL/PERSONAL PROP>$150,200000,None
720 ILCS 5 16A-3(a) [1060000],BK,49,F,2012-10-19T00:00:00,2012-1019017,NO BOND,04-P-2-20-2,RET THEFT/DISP MERCH/,None,None
189975 ILCS 72 50 [16719],BK,46,M,2012-10-19T00:00:00,2012-1019014,None,02-D1-B-2-B,RETAIL THEFT/MOTOR FUEL/,75000,None
720 ILCS 5 12-2(a) [16202],BK,28,M,2012-12-18T02:02:37.233818,2012-1019003,NO BOND,02-D3-HH-3-,,None,2012-12-17T00:06:16.933939
625 ILCS 5 11-204.1(a)(1) [106,BK,19,M,2012-10-18T00:00:00,2012-1018245,None,09-2C-2-236,AGG FLEEING POLICE/21 MPH OVER,500000,None
720 ILCS 5 18-4(a)(5) [12370],BK,30,M,2012-10-18T00:00:00,2012-1018244,NO BOND,08-2S-DR,AGG VEH HIJACKING/DISCHARGE,None,None
720 ILCS 570 402(c) [5101110],BK,41,M,2012-10-18T00:00:00,2012-1018242,NO BOND,10-B-3-16-2,MFG/DEL CAN >500 GRAMS/SCHOOL,None,2013-01-16T07:17:54.053008
720 ILCS 5 24-1.7(a) [13855],BK,23,M,2012-10-18T00:00:00,2012-1018241,NO BOND,09-1A-1-133,ARMED HABITUAL CRIMINAL,None,None
720 ILCS 570 407(b)(1) [14821],BK,59,M,2012-10-18T00:00:00,2012-1018240,NO BOND,10-B-3-14-1,MFG/DEL KETAMINE/SCH/PUB HS/PK,None,None
720 ILCS 5 24-1.1(a) [1214500],WH,23,M,2012-10-18T00:00:00,2012-1018238,None,11-CF-3-301,FELON POSS/USE WEAPON/FIREARM,90000,None
720 ILCS 550 4(d) [5015500],BK,21,M,2012-10-18T00:00:00,2012-1018236,NO BOND,15-DR,POSS CANNABIS/30-500 GRAM/SUBQ,None,None
720 ILCS 5 19-3(a) [1120000],BK,18,M,2012-12-18T02:02:39.631009,2012-1018235,NO BOND,06-P-2-19-1,RESIDENTIAL BURGLARY,None,2012-12-17T00:40:47.249871
720 ILCS 5 12-11(a)(2) [995200,WH,26,M,2012-10-18T00:00:00,2012-1018234,NO BOND,10-A-3-19-1,HOME INVASION/CAUSE INJURY,None,2013-01-09T06:49:15.672967
720 ILCS 570 401(c)(1) [13009],BK,61,M,2012-10-18T00:00:00,2012-1018232,NO BOND,11-BJ-3-409,MFG/DEL 1,None,2013-01-07T06:45:20.415460
720 ILCS 5 17-3(a)(1) [1080000,BK,41,M,2012-10-18T00:00:00,2012-1018230,None,15-EM,FORGERY/MAKE/ALTER DOCUMENT,20000,None
720 ILCS 570 401(c)(1) [13009],BK,30,M,2012-10-18T00:00:00,2012-1018228,NO BOND,05-F-1-12-1,MFG/DEL 1,None,2013-01-09T07:27:07.145817
[460],WH,28,M,2012-10-18T00:00:00,2012-1018221,NO BOND,14-B3-1-26-,RETAIL THEFT,35000,None
720 ILCS 5 12-4(a) [935000],BK,21,M,2012-10-18T00:00:00,2012-1018219,None,05-G-1-22-1,AGG BATTERY/GREAT BODILY HARM,50000,None
720 ILCS 5 18-4(a)(4) [12369],BK,24,M,2012-10-18T00:00:00,2012-1018218,NO BOND,06-A-2-3-1,AGG VEHICLE HIJACKING/FIREARM,None,None
720 ILCS 5 11-1.40(a)(2)(C) [1,LW,41,M,2012-10-18T00:00:00,2012-1018212,NO BOND,09-3D-3-318,PRED CRIM SEX ASLT/BODILY HARM,None,2012-12-29T00:58:16.325108
720 ILCS 5 11-1.40(a)(1) [1580,WH,44,M,2012-10-18T00:00:00,2012-1018199,NO BOND,09-3D-3-318,PRED CRIM SEX ASLT/VICTIM,None,2012-12-14T23:30:10.998959
720 ILCS 250 8 [11542],BK,23,F,2012-12-18T02:02:34.955604,2012-1018197,NO BOND,04-N-1-18-2,MISUSE CREDIT CARD >$300,150000,2012-12-16T23:53:53.979533
720 ILCS 5 21-1(1)(a) [1140000,WH,21,M,2012-10-18T00:00:00,2012-1018196,NO BOND,02-D1-C-2-C,USE FORGED CR/DEBIT CARD/>$300,None,2013-01-04T05:37:55.201262
625 ILCS 5 11-503(a)(1) [13564,BK,47,M,2012-10-18T00:00:00,2012-1018193,NO BOND,02-D4-QL-1-,RECKLESS DRIVING,50000,2013-01-14T06:53:52.727512
720 ILCS 5 16-1(a)(1) [1014000,WH,35,F,2012-10-18T00:00:00,2012-1018185,NO BOND,04-L-2-3-1,,None,2013-01-14T06:25:37.144575
720 ILCS 570 401(a)(2)(A) [509,BK,37,M,2012-10-18T00:00:00,2012-1018177,NO BOND,06-D-2-5-2,MFG/DEL 15,None,None
720 ILCS 5 12-3.05(d)(4) [1610,BK,26,M,2012-10-18T00:00:00,2012-1018171,None,11-CC-1-108,AGG BATTERY/PEACE OFFICER,75000,2013-01-16T06:43:49.013877
720 ILCS 570 402(c) [5101110],LW,60,M,2012-10-18T00:00:00,2012-1018166,None,02-D4-LU-1-,POSS AMT CON SUB EXCEPT(A)/(D),55000,None
720 ILCS 570 402(c) [5101110],BK,38,M,2012-10-18T00:00:00,2012-1018162,None,02-D4-MU-1-,POSS AMT CON SUB EXCEPT(A)/(D),40000,None
720 ILCS 5 12-3(a)(1) [10529],BK,31,M,2012-10-18T00:00:00,2012-1018156,NO BOND,10-A-4-16-1,,None,None
720 ILCS 5 16A-3(a) [15599],BK,51,M,2012-10-18T00:00:00,2012-1018146,None,14-B4-2-44-,RET THEFT/DISP MERCH/,50000,None
720 ILCS 5 24-1.1(a) [1214500],BK,56,M,2012-12-15T22:40:13.054002,2012-1018144,Bond in Process,TRANSIT,FELON POSS/USE WEAPON/FIREARM,50000,2012-12-15T02:42:13.043129
720 ILCS 5 19-3(a) [1120000],BK,19,M,2012-10-18T00:00:00,2012-1018143,NO BOND,11-DJ-3-408,RESIDENTIAL BURGLARY,None,None
720 ILCS 5 19-2(a) [1115000],BK,48,M,2012-10-18T00:00:00,2012-1018142,None,03-A-1-21-2,POSSESS BURGLARY TOOLS,40000,None
720 ILCS 570 407(b) [5125375],BK,23,M,2012-10-18T00:00:00,2012-1018140,NO BOND,C FEMALE,18+ DEL SUB,50000,2013-01-04T07:04:45.345651
720 ILCS 5 19-3(a) [1120000],BK,22,M,2012-10-18T00:00:00,2012-1018138,NO BOND,05-K-2-2-2,RESIDENTIAL BURGLARY,125000,None
720 ILCS 5 24-1.1(a) [1214500],LW,34,M,2012-10-18T00:00:00,2012-1018136,NO BOND,10-A-4-7-1,FELON POSS/USE WEAPON/FIREARM,None,2012-12-30T21:40:41.392301
720 ILCS 5 19-1(a) [1110000],LT,20,M,2012-10-18T00:00:00,2012-1018135,NO BOND,05-G-2-6-1,BURGLARY,None,None
720 ILCS 5 24-1.8(a)(2) [15062,LT,27,M,2012-10-18T00:00:00,2012-1018133,None,11-DF-3-409,POSS FIREARM/VEHICLE/GANG MBR,70000,None
720 ILCS 570 407(b)(1) [512538,BK,23,M,2012-10-18T00:00:00,2012-1018130,NO BOND,C DISCH,MFG/DEL COCAINE/SCH/PUB HS/PK,None,2013-01-11T05:47:12.967863
720 ILCS 5 19-3(a) [1120000],BK,41,M,2012-10-18T00:00:00,2012-1018128,NO BOND,C DISCH,RESIDENTIAL BURGLARY,175000,2012-12-30T18:24:43.791518
720 ILCS 570 401(d)(i) [509720,BK,36,M,2012-10-18T00:00:00,2012-1018127,NO BOND,11-DG-3-307,OTHER AMT NARCOTIC SCHED I&II,15000,None
720 ILCS 5 18-2(a)(2) [12366],BK,18,M,2012-10-18T00:00:00,2012-1018125,None,11-CH-3-310,ARMED ROBBERY/ARMED W/FIREARM,250000,None
720 ILCS 570 401.5(a-5) [12006,BK,26,M,2012-10-18T00:00:00,2012-1018123,None,10-C-1-18-2,POSS ANY SUB WITH INTENT,55000,None
720 ILCS 570 401(a)(1) [509500,LT,20,M,2012-12-22T12:37:52.686362,2012-1018121,NO BOND,05-A-2-4-1,MFG/DEL 15/+ GR HEROIN/ANALOG,None,2012-12-23T11:15:00.556568
720 ILCS 5 24-1.6(a)(1) [12474,BK,20,M,2012-10-18T00:00:00,2012-1018117,None,06-H-2-7-1,AGG UNLAWFUL USE OF WEAPON/VEH,35000,None
720 ILCS 570 401(c)(1) [13009],BK,19,M,2012-10-18T00:00:00,2012-1018116,NO BOND,06-C-2-16-2,MFG/DEL 1,None,None
720 ILCS 5 24-1.1(a) [1214500],BK,31,M,2012-10-18T00:00:00,2012-1018115,None,09-3D-3-319,FELON POSS/USE WEAPON/FIREARM,100000,None
720 ILCS 5 16A-3(a) [1060000],WH,30,M,2012-10-18T00:00:00,2012-1018109,None,02-D2-U-3-U,RET THEFT/DISP MERCH/,15000,None
720 ILCS 5 19-3(a) [1120000],BK,45,M,2012-10-18T00:00:00,2012-1018107,None,05-G-1-15-2,RESIDENTIAL BURGLARY,200000,None
625 ILCS 5 11-501(a) [12809],LT,38,M,2012-12-22T12:03:57.453247,2012-1018104,NO BOND,14-B3-3-27-,DUI/BAC .16 OR CHILD PASS/1ST,None,2012-12-23T10:48:17.565480
720 ILCS 5 12-3.2(a)(1) [10416,BK,29,M,2012-10-18T00:00:00,2012-1018103,NO BOND,02-D1-B-2-B,KNOWINGLY DAMAGE PROP,None,2013-01-13T07:18:21.198112
720 ILCS 5 12-4(b)(18) [14006],BK,20,M,2012-12-14T03:06:14.076683,2012-1018102,NO BOND,TRANSIT,AGG BTRY/HARM/PEACE OFFICER,None,2012-12-13T00:55:48.991445
720 ILCS 570 402(c) [5101110],WH,34,M,2012-10-18T00:00:00,2012-1018100,None,14-B4-3-35-,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
625 ILCS 5 4-103(a)(1) [10833],BK,19,M,2012-10-18T00:00:00,2012-1018099,NO BOND,11-DF-3-401,ROBBERY,None,None
720 ILCS 5 11-1.40(a)(1) [1580,LW,36,M,2012-10-18T00:00:00,2012-1018084,None,09-1G-1-108,PRED CRIM SEX ASLT/VICTIM,750000,None
720 ILCS 5 19-1(a) [1110000],BK,48,M,2012-10-18T00:00:00,2012-1018083,NO BOND,02-D2-W-3-W,BURGLARY,None,2012-12-17T00:10:25.183125
720 ILCS 570 402(c) [5101110],BK,48,M,2012-10-18T00:00:00,2012-1018064,None,15-EM,POSS AMT CON SUB EXCEPT(A)/(D),25000,None
720 ILCS 5 21-3(a)(1) [10876],BK,53,M,2012-10-18T00:00:00,2012-1018054,NO BOND,10-D-3-23-2,,None,2013-01-11T06:23:54.219024
720 ILCS 570 407(b)(1) [512538,WH,20,F,2012-10-18T00:00:00,2012-1018051,None,04-M-2-15-2,MFG/DEL COCAINE/SCH/PUB HS/PK,30000,None
720 ILCS 5 11-20.1(a)(1) [9045,WH,28,M,2012-10-18T00:00:00,2012-1018049,Bond in Process,15-EM,CHILD PORN/FILM/TAPE/PHOTO/ACT,None,None
720 ILCS 5 16A-3(a) [1060100],BK,58,F,2012-10-18T00:00:00,2012-1018042,NO BOND,08-3E-3-317,RET THEFT/DISP MERCH/,None,None
720 ILCS 570 407(b)(2) [512539,BK,33,F,2012-10-18T00:00:00,2012-1018035,None,17-SFFP,AMT NARC SCHED I/II/SCH/HS/PK,40000,None
720 ILCS 570 402(c) [5101110],LW,32,F,2012-10-18T00:00:00,2012-1018033,None,04-N-1-15-2,POSS AMT CON SUB EXCEPT(A)/(D),40000,None
720 ILCS 570 402(c) [5101110],BK,36,F,2012-12-22T12:20:21.808946,2012-1018032,NO BOND,04-N-1-20-1,POSS AMT CON SUB EXCEPT(A)/(D),25000,2012-12-23T10:59:21.134436
720 ILCS 5 12-7.5(a)(1) [15122,WH,22,M,2012-10-18T00:00:00,2012-1018029,None,11-DF-3-409,CYBERSTALK/CAUSE PERSON FEAR,300000,None
720 ILCS 5 24-1.1(a) [1214500],BK,54,F,2012-10-18T00:00:00,2012-1018028,None,04-M-2-13-2,FELON POSS/USE WEAPON/FIREARM,60000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,44,M,2012-10-18T00:00:00,2012-1018023,None,14-B3-2-15-,DOMESTIC BATTERY/BODILY HARM,50000,None
720 ILCS 5 16A-3(a) [1060100],BK,49,M,2012-10-18T00:00:00,2012-1018014,None,14-B3-4-27-,RET THEFT/DISP MERCH/,15000,None
8-360 [4600300],BK,26,M,2012-10-18T00:00:00,2012-1018013,NO BOND,14-B3-4-25-,MFG/DEL HEROIN/SCH/PUB HS/PK,None,None
720 ILCS 5 16A-3(a) [15599],BK,42,M,2012-10-18T00:00:00,2012-1018012,None,02-D4-QL-1-,RET THEFT/DISP MERCH/,25000,None
720 ILCS 570 402(c) [5101110],WH,39,M,2012-12-22T13:24:31.269728,2012-1018009,NO BOND,05-G-1-1-1,POSS AMT CON SUB EXCEPT(A)/(D),None,2012-12-21T00:29:34.827607
000,WH,24,F,2012-10-17T00:00:00,2012-1017236,None,17-WR-S-E-3,POSS AMT CON SUB EXCEPT(A)/(D),5000,None
720 ILCS 5 21-3(a)(2) [10878],BK,20,M,2012-10-17T00:00:00,2012-1017232,NO BOND,10-C-1-2-1,VIOLATE ORDER PROTECTION,None,None
720 ILCS 5 16-1(a)(4) [1016710,BK,40,M,2012-10-17T00:00:00,2012-1017231,NO BOND,11-BG-3-405,THEFT/STOLEN/,None,2012-12-21T00:32:45.088134
625 ILCS 5 4-103(a)(1) [571000,WH,34,M,2012-10-17T00:00:00,2012-1017223,NO BOND,10-A-3-1-2,RECEIVE/POSS/SELL STOLEN VEH,None,None
625 ILCS 5 4-103(a)(1) [571000,BK,26,F,2012-10-17T00:00:00,2012-1017218,None,04-P-2-12-1,RECEIVE/POSS/SELL STOLEN VEH,100000,None
720 ILCS 5 11-20.1B(a)(2) [160,WH,61,M,2012-10-17T00:00:00,2012-1017213,None,10-C-1-24-1,AGG CHILD PORN/DISSEM FILM,500000,2013-01-12T06:37:23.070431
625 ILCS 5 11-501(a) [12809],LT,36,M,2012-10-17T00:00:00,2012-1017211,NO BOND,11-BA-1-111,,None,2012-12-23T09:25:02.845486
15 ILCS 335 14A(b)(1) [11462],LW,28,M,2012-10-17T00:00:00,2012-1017205,NO BOND,05-B-2-20-2,POSS/DISPLAY ALTERED ID CARD,50000,None
720 ILCS 5 16A-3(a) [1060000],BK,18,F,2012-12-14T03:06:14.516780,2012-1017204,NO BOND,04-I-2-24-2,,None,2012-12-13T01:45:12.205479
720 ILCS 5 12-3.2(a)(2) [10418,W,26,M,2012-12-18T02:02:39.074151,2012-1017203,None,02-D2-U-3-U,DOMESTIC BTRY/PHYSICAL CONTACT,20000,2012-12-17T01:06:47.243782
720 ILCS 570 402(c) [5101110],WH,20,F,2012-10-17T00:00:00,2012-1017198,None,17-WR-S-C-3,POSS AMT CON SUB EXCEPT(A)/(D),75000,None
720 ILCS 5 12-3.05(a)(1) [1609,BK,25,M,2012-10-17T00:00:00,2012-1017195,NO BOND,06-L-1-21-2,,None,None
720 ILCS 5 19-3(a) [1120000],WH,47,M,2012-10-17T00:00:00,2012-1017189,NO BOND,03-A-3-10-1,RESIDENTIAL BURGLARY,100000,2012-12-22T11:00:31.267573
720 ILCS 5 12-3.2(a)(1) [10416,BK,46,M,2012-12-15T03:10:57.165885,2012-1017177,NO BOND,06-L-1-19-2,,None,2012-12-14T03:03:41.171747
720 ILCS 5 12-3.2(a)(1) [10416,BK,38,M,2012-10-17T00:00:00,2012-1017172,NO BOND,14-B3-4-27-,,None,None
720 ILCS 5 24-1(a)(7)(ii) [104,LT,23,M,2012-10-17T00:00:00,2012-1017154,NO BOND,11-CA-1-103,,None,2013-01-08T07:18:33.374897
720 ILCS 550 5.2(c) [10364],BK,19,M,2012-10-17T00:00:00,2012-1017150,None,11-BD-1-106,MFG/DEL CAN 10,50000,None
720 ILCS 5 16-1(a)(1) [15463],BK,35,M,2012-10-17T00:00:00,2012-1017147,None,02-D4-MU-1-,THEFT/UNAUTHD CON/,60000,2013-01-04T01:40:51.818202
720 ILCS 5 16-1(a)(1) [15463],BK,31,M,2012-10-17T00:00:00,2012-1017145,None,15-EM,THEFT/UNAUTHD CON/,60000,None
720 ILCS 570 402(c) [5101110],BK,27,M,2012-10-17T00:00:00,2012-1017142,None,02-D3-BB-2-,POSS AMT CON SUB EXCEPT(A)/(D),30000,None
720 ILCS 5 24-1.6(a)(1) [12475,BK,25,M,2012-12-20T03:23:02.645157,2012-1017137,NO BOND,01-E-1-11-2,FELON POSS/USE WEAPON/FIREARM,100000,2012-12-17T23:37:32.261294
720 ILCS 570 401(d) [11996],BK,50,M,2012-12-22T13:24:28.939342,2012-1017136,None,02-D4-LL-1-,OTHER AMT METH/ANALOG,80000,2012-12-21T02:01:56.946435
720 ILCS 5 18-1(a) [1100000],BK,16,M,2012-10-17T00:00:00,2012-1017131,None,15-DR,ROBBERY,100000,None
720 ILCS 5 24-1.6(a)(2) [13535,BK,19,M,2012-12-15T03:10:56.293612,2012-1017130,NO BOND,C DISCH,AGG UUW W/ BODY ARMOR/PUBLIC,20000,2012-12-14T00:25:04.215541
720 ILCS 5 19-1(a) [1110000],BK,24,M,2012-10-17T00:00:00,2012-1017128,None,11-DJ-3-411,BURGLARY,80000,None
720 ILCS 5 24-1.6(a)(1) [15729,BK,18,M,2012-10-17T00:00:00,2012-1017124,None,15-EM,AGG UUW/VEH/FIR LOADED/NO FOID,20000,None
720 ILCS 570 407(b)(1) [512538,BK,17,M,2012-10-17T00:00:00,2012-1017123,NO BOND,11-AD-1-108,MFG/DEL HEROIN/SCH/PUB HS/PK,100000,2013-01-04T06:20:33.718585
720 ILCS 570 407(b)(1) [512538,WH,30,M,2012-10-17T00:00:00,2012-1017120,None,02-D4-ML-1-,MFG/DEL COCAINE/SCH/PUB HS/PK,60000,None
720 ILCS 570 402(c) [5101110],BK,54,M,2012-10-17T00:00:00,2012-1017118,None,10-B-2-9-1,POSS AMT CON SUB EXCEPT(A)/(D),80000,None
720 ILCS 5 19-1(a) [1110000],BK,50,M,2012-10-17T00:00:00,2012-1017116,None,15-EM,BURGLARY,60000,None
720 ILCS 570 401(c)(1) [13009],BK,25,M,2012-10-17T00:00:00,2012-1017115,None,01-E-1-17-1,MFG/DEL 1,100000,None
720 ILCS 570 407(b)(1) [512538,BK,20,M,2012-10-17T00:00:00,2012-1017113,NO BOND,05-K-2-11-1,MFG/DEL HEROIN/SCH/PUB HS/PK,None,None
720 ILCS 5 19-1(a) [1110000],BK,26,M,2012-10-17T00:00:00,2012-1017110,NO BOND,11-AG-3-303,BURGLARY,80000,2012-12-30T21:40:29.588738
720 ILCS 5 16A-3(a) [15599],LT,49,M,2012-10-17T00:00:00,2012-1017108,None,02-D4-ML-1-,RET THEFT/DISP MERCH/,15000,None
625 ILCS 5 4-103(a)(1) [571000,BK,26,M,2012-10-17T00:00:00,2012-1017098,None,02-D4-MU-1-,RECEIVE/POSS/SELL STOLEN VEH,80000,None
